28.9719 	EXP 	grating: autoDraw = True
29.0229 	EXP 	Device response: <KeyPress from None: t=29.014027199940756, value=right, duration=None>
29.0246 	DATA 	Keypress: right
29.0384 	EXP 	fixation: autoDraw = False
29.0384 	EXP 	grating: autoDraw = False
29.0384 	EXP 	grating: ori = np.float64(-19.5)
29.0384 	EXP 	fixation: autoDraw = True
29.1727 	EXP 	Device response: <KeyPress from None: t=29.014027199940756, value=right, duration=0.1502710001077503>
29.5385 	INFO 	Keyboard events cleared
29.5383 	EXP 	fixation: autoDraw = False
29.5383 	EXP 	grating: autoDraw = True
29.8378 	EXP 	grating: autoDraw = False
29.9908 	EXP 	Device response: <KeyPress from None: t=29.9872968000127, value=right, duration=None>
29.9925 	DATA 	Keypress: right
30.0044 	EXP 	fixation: autoDraw = False
30.0044 	EXP 	grating: autoDraw = False
30.0044 	EXP 	grating: ori = np.float64(-20.0)
30.0044 	EXP 	fixation: autoDraw = True
30.1891 	EXP 	Device response: <KeyPress from None: t=29.9872968000127, value=right, duration=0.1996060999808833>
30.5059 	INFO 	Keyboard events cleared
30.5057 	EXP 	fixation: autoDraw = False
30.5057 	EXP 	grating: autoDraw = True
30.8207 	EXP 	grating: autoDraw = False
31.0718 	EXP 	Device response: <KeyPress from None: t=31.069424799992703, value=left, duration=None>
31.0735 	DATA 	Keypress: left
31.0873 	EXP 	fixation: autoDraw = False
31.0873 	EXP 	grating: autoDraw = False
31.0873 	EXP 	grating: ori = np.float64(20.0)
31.0873 	EXP 	fixation: autoDraw = True
31.2539 	EXP 	Device response: <KeyPress from None: t=31.069424799992703, value=left, duration=0.1800093000056222>
31.5872 	INFO 	Keyboard events cleared
31.5870 	EXP 	fixation: autoDraw = False
31.5870 	EXP 	grating: autoDraw = True
31.8862 	EXP 	grating: autoDraw = False
32.0034 	EXP 	Device response: <KeyPress from None: t=31.99082319997251, value=right, duration=None>
32.0050 	DATA 	Keypress: right
32.0194 	EXP 	fixation: autoDraw = False
32.0194 	EXP 	grating: autoDraw = False
32.0194 	EXP 	grating: ori = np.float64(-20.0)
32.0194 	EXP 	fixation: autoDraw = True
32.1880 	EXP 	Device response: <KeyPress from None: t=31.99082319997251, value=right, duration=0.1948161000618711>
32.5193 	INFO 	Keyboard events cleared
32.5192 	EXP 	fixation: autoDraw = False
32.5192 	EXP 	grating: autoDraw = True
32.8188 	EXP 	grating: autoDraw = False
32.8361 	EXP 	Device response: <KeyPress from None: t=32.82260109996423, value=left, duration=None>
32.8400 	DATA 	Keypress: left
32.8520 	EXP 	fixation: autoDraw = False
32.8520 	EXP 	grating: autoDraw = False
32.8520 	EXP 	grating: ori = np.float64(-19.5)
32.8520 	EXP 	fixation: autoDraw = True
33.0029 	EXP 	Device response: <KeyPress from None: t=32.82260109996423, value=left, duration=0.16441440000198781>
33.3521 	INFO 	Keyboard events cleared
33.3519 	EXP 	fixation: autoDraw = False
33.3519 	EXP 	grating: autoDraw = True
33.6513 	EXP 	grating: autoDraw = False
33.7191 	EXP 	Device response: <KeyPress from None: t=33.7168172999518, value=left, duration=None>
